,,,EleD_01,HydD1,EleD_02
period1,sc01,t7388, 5.87 ,, 1.87 
period1,sc01,t7389, 4.06 ,, 1.73 
period1,sc01,t7390, 2.99 ,, 2.28 
period1,sc01,t7391, 4.21 ,, 1.75 
period1,sc01,t7392, 3.19 ,, 1.5 
period1,sc01,t7393, 2.97 ,, 1.4 
period1,sc01,t7394, 3.29 ,, 1.93 
period1,sc01,t7395, 3.86 ,, 1.55 
period1,sc01,t7396, 2.81 ,, 1.62 
period1,sc01,t7397, 4.49 ,, 1.84 
period1,sc01,t7398, 4.96 ,, 1.65 
period1,sc01,t7399, 3.25 ,, 2.02 
period1,sc01,t7400, 4.7 ,, 1.63 
period1,sc01,t7401, 3.82 ,, 1.71 
period1,sc01,t7402, 2.92 ,, 1.91 
period1,sc01,t7403, 3.51 ,, 1.49 
period1,sc01,t7404, 2.58 ,, 1.25 
period1,sc01,t7405, 2.6 ,, 1.38 
period1,sc01,t7406, 3.09 ,, 1.11 
period1,sc01,t7407, 4.94 ,, 1.38 
period1,sc01,t7408, 3.22 ,, 1.12 
period1,sc01,t7409, 4.46 ,, 1.33 
period1,sc01,t7410, 3.25 ,, 1.69 
period1,sc01,t7411, 3.26 ,, 1.4 
period1,sc01,t7412, 3.34 ,, 1.71 
period1,sc01,t7413, 3.67 ,, 1.29 
period1,sc01,t7414, 5.14 ,, 1.25 
period1,sc01,t7415, 2.92 ,, 1.73 
period1,sc01,t7416, 3.88 ,, 1.26 
period1,sc01,t7417, 4.41 ,, 1.46 
period1,sc01,t7418, 3.19 ,, 1.47 
period1,sc01,t7419, 4.26 ,, 1.32 
period1,sc01,t7420, 2.75 ,, 1.41 
period1,sc01,t7421, 2.89 ,, 1.42 
period1,sc01,t7422, 2.87 ,, 1.61 
period1,sc01,t7423, 4.25 ,, 1.22 
period1,sc01,t7424, 5.01 ,, 1.46 
period1,sc01,t7425, 6.36 ,, 1.54 
period1,sc01,t7426, 5.37 ,, 1.43 
period1,sc01,t7427, 8.62 ,, 1.75 
period1,sc01,t7428, 4.83 ,, 1.05 
period1,sc01,t7429, 2.77 ,, 1.57 
period1,sc01,t7430, 4.07 ,, 0.97 
period1,sc01,t7431, 6.08 ,, 1.3 
period1,sc01,t7432, 4.98 ,, 1.38 
period1,sc01,t7433, 6.55 ,, 1.51 
period1,sc01,t7434, 3.6 ,, 1.65 
period1,sc01,t7435, 5.18 ,, 2.92 
period1,sc01,t7436, 3.41 ,, 2.35 
period1,sc01,t7437, 5.77 ,, 1.95 
period1,sc01,t7438, 3.62 ,, 2.29 
period1,sc01,t7439, 4.05 ,, 1.73 
period1,sc01,t7440, 3.63 ,, 1.55 
period1,sc01,t7441, 3.35 ,, 1.94 
period1,sc01,t7442, 3.11 ,, 1.51 
period1,sc01,t7443, 4.26 ,, 1.55 
period1,sc01,t7444, 3.13 ,, 1.87 
period1,sc01,t7445, 3.09 ,, 1.53 
period1,sc01,t7446, 3.44 ,, 1.62 
period1,sc01,t7447, 5.95 ,, 1.96 
period1,sc01,t7448, 3.41 ,, 1.5 
period1,sc01,t7449, 4.58 ,, 1.68 
period1,sc01,t7450, 4.3 ,, 1.98 
period1,sc01,t7451, 4.12 ,, 1.58 
period1,sc01,t7452, 3.37 ,, 1.77 
period1,sc01,t7453, 3.17 ,, 1.26 
period1,sc01,t7454, 4.85 ,, 1.62 
period1,sc01,t7455, 4.09 ,, 3.68 
period1,sc01,t7456, 6.53 ,, 2.44 
period1,sc01,t7457, 6.42 ,, 1.33 
period1,sc01,t7458, 5.56 ,, 1.7 
period1,sc01,t7459, 5.65 ,, 2.31 
period1,sc01,t7460, 7.18 ,, 1.58 
period1,sc01,t7461, 9.29 ,, 1.63 
period1,sc01,t7462, 5.96 ,, 1.11 
period1,sc01,t7463, 4.62 ,, 1.48 
period1,sc01,t7464, 5.65 ,, 1.16 
period1,sc01,t7465, 5.12 ,, 1.07 
period1,sc01,t7466, 5.76 ,, 1.36 
period1,sc01,t7467, 4.49 ,, 1.11 
period1,sc01,t7468, 4.47 ,, 1.03 
period1,sc01,t7469, 3.73 ,, 1.32 
period1,sc01,t7470, 3.42 ,, 1.15 
period1,sc01,t7471, 4.71 ,, 1.82 
period1,sc01,t7472, 4.65 ,, 1.38 
period1,sc01,t7473, 5.07 ,, 1.1 
period1,sc01,t7474, 4.02 ,, 1.1 
period1,sc01,t7475, 6.66 ,, 1.32 
period1,sc01,t7476, 5.33 ,, 1.2 
period1,sc01,t7477, 5.32 ,, 1.06 
period1,sc01,t7478, 5.78 ,, 1.25 
period1,sc01,t7479, 4.85 ,, 1.22 
period1,sc01,t7480, 4.72 ,, 1.05 
period1,sc01,t7481, 5.72 ,, 1.1 
period1,sc01,t7482, 5.6 ,, 1.34 
period1,sc01,t7483, 6.05 ,, 1.18 
period1,sc01,t7484, 4.47 ,, 1.96 
period1,sc01,t7485, 6.49 ,, 1.48 
period1,sc01,t7486, 6.34 ,, 2.22 
period1,sc01,t7487, 6.07 ,, 1.52 
period1,sc01,t7488, 4.38 ,, 1.66 
period1,sc01,t7489, 4.39 ,, 1.63 
period1,sc01,t7490, 4.55 ,, 1.73 
period1,sc01,t7491, 4.13 ,, 1.63 
period1,sc01,t7492, 4.46 ,, 1.59 
period1,sc01,t7493, 4.53 ,, 1.09 
period1,sc01,t7494, 5.46 ,, 1.36 
period1,sc01,t7495, 6.24 ,, 1.8 
period1,sc01,t7496, 4.32 ,, 1.02 
period1,sc01,t7497, 5.07 ,, 1.41 
period1,sc01,t7498, 8.72 ,, 1.1 
period1,sc01,t7499, 5.82 ,, 1.19 
period1,sc01,t7500, 4.3 ,, 1.34 
period1,sc01,t7501, 4.21 ,, 1.19 
period1,sc01,t7502, 2.7 ,, 1.12 
period1,sc01,t7503, 4.04 ,, 1.45 
period1,sc01,t7504, 4.26 ,, 1.13 
period1,sc01,t7505, 4.22 ,, 1.18 
period1,sc01,t7506, 5.42 ,, 1.39 
period1,sc01,t7507, 5.55 ,, 1.79 
period1,sc01,t7508, 5.17 ,, 1.29 
period1,sc01,t7509, 5.02 ,, 2.19 
period1,sc01,t7510, 4.2 ,, 1.35 
period1,sc01,t7511, 3.61 ,, 1.23 
period1,sc01,t7512, 4.22 ,, 1.54 
period1,sc01,t7513, 4.15 ,, 1.37 
period1,sc01,t7514, 5.52 ,, 1.35 
period1,sc01,t7515, 6 ,, 1.63 
period1,sc01,t7516, 3.35 ,, 1.33 
period1,sc01,t7517, 4.45 ,, 1.36 
period1,sc01,t7518, 3.41 ,, 1.74 
period1,sc01,t7519, 4.96 ,, 2.55 
period1,sc01,t7520, 5.38 ,, 1.87 
period1,sc01,t7521, 4.22 ,, 1.85 
period1,sc01,t7522, 2.83 ,, 1.43 
period1,sc01,t7523, 6.4 ,, 1.18 
period1,sc01,t7524, 3.4 ,, 1.4 
period1,sc01,t7525, 3.01 ,, 0.96 
period1,sc01,t7526, 4.04 ,, 1.01 
period1,sc01,t7527, 4.21 ,, 0.94 
period1,sc01,t7528, 3.67 ,, 1.28 
period1,sc01,t7529, 4.96 ,, 1.24 
period1,sc01,t7530, 3.3 ,, 1.37 
period1,sc01,t7531, 4.38 ,, 2.54 
period1,sc01,t7532, 6.17 ,, 2.44 
period1,sc01,t7533, 3.84 ,, 2.24 
period1,sc01,t7534, 4.75 ,, 3.2 
period1,sc01,t7535, 3.91 ,, 1.62 
period1,sc01,t7536, 4.52 ,, 1.66 
period1,sc01,t7537, 5.98 ,, 1.95 
period1,sc01,t7538, 7.61 ,, 1.55 
period1,sc01,t7539, 7.95 ,, 1.67 
period1,sc01,t7540, 5.13 ,, 1.94 
period1,sc01,t7541, 6.63 ,, 1.79 
period1,sc01,t7542, 4.53 ,, 1.78 
period1,sc01,t7543, 2.58 ,, 2.66 
period1,sc01,t7544, 4.28 ,, 1.87 
period1,sc01,t7545, 4.02 ,, 2.19 
period1,sc01,t7546, 5.54 ,, 1.75 
period1,sc01,t7547, 5.35 ,, 1.69 
period1,sc01,t7548, 3.79 ,, 1.56 
period1,sc01,t7549, 2.75 ,, 1.85 
period1,sc01,t7550, 5.44 ,, 1.47 
period1,sc01,t7551, 5.22 ,, 1.6 
period1,sc01,t7552, 3.37 ,, 1.62 
period1,sc01,t7553, 4.37 ,, 1.43 
period1,sc01,t7554, 5.79 ,, 1.3 
period1,sc01,t7555, 5.74 ,, 1.71 
period1,sc01,t7556, 4.03 ,, 1.55 
period1,sc01,t7557, 4.1 ,, 1.88 
period1,sc01,t7558, 3.74 ,, 1.42 
period1,sc01,t7559, 4.3 ,, 1.5 
period1,sc01,t7560, 3.11 ,, 1.21 
period1,sc01,t7561, 6.32 ,, 1.46 
period1,sc01,t7562, 3.22 ,, 1.13 
period1,sc01,t7563, 4.05 ,, 1.3 
period1,sc01,t7564, 4.2 ,, 1.4 
period1,sc01,t7565, 4.58 ,, 1.47 
period1,sc01,t7566, 4.19 ,, 1.21 
period1,sc01,t7567, 4.66 ,, 2.24 
period1,sc01,t7568, 5.68 ,, 1.2 
period1,sc01,t7569, 4.47 ,, 1.53 
period1,sc01,t7570, 6.38 ,, 1.18 
period1,sc01,t7571, 4.47 ,, 1.21 
period1,sc01,t7572, 10.44 ,, 1.36 
period1,sc01,t7573, 8.67 ,, 1.06 
period1,sc01,t7574, 4.6 ,, 1.05 
period1,sc01,t7575, 2.64 ,, 1.09 
period1,sc01,t7576, 4.12 ,, 1.4 
period1,sc01,t7577, 4.01 ,, 1.16 
period1,sc01,t7578, 4.65 ,, 1.59 
period1,sc01,t7579, 6.8 ,, 2.21 
period1,sc01,t7580, 4.31 ,, 2.56 
period1,sc01,t7581, 4.83 ,, 2.42 
period1,sc01,t7582, 4.56 ,, 2.16 
period1,sc01,t7583, 4.18 ,, 2.2 
period1,sc01,t7584, 3.62 ,, 1.81 
period1,sc01,t7585, 3.98 ,, 1.48 
period1,sc01,t7586, 3.18 ,, 1.77 
period1,sc01,t7587, 4.26 ,, 1.66 
period1,sc01,t7588, 4.42 ,, 1.58 
period1,sc01,t7589, 5.43 ,, 1.76 
period1,sc01,t7590, 3.09 ,, 1.65 
period1,sc01,t7591, 4.17 ,, 1.7 
period1,sc01,t7592, 3.47 ,, 1.84 
period1,sc01,t7593, 4.11 ,, 2.18 
period1,sc01,t7594, 3.9 ,, 2.18 
period1,sc01,t7595, 5.56 ,, 2.81 
period1,sc01,t7596, 4.9 ,, 2.76 
period1,sc01,t7597, 4.33 ,, 2.09 
period1,sc01,t7598, 4.45 ,, 2.11 
period1,sc01,t7599, 6.33 ,, 5.37 
period1,sc01,t7600, 4.7 ,, 3.11 
period1,sc01,t7601, 3.4 ,, 2.1 
period1,sc01,t7602, 3.81 ,, 3.88 
period1,sc01,t7603, 4.77 ,, 2.83 
period1,sc01,t7604, 4.26 ,, 2.38 
period1,sc01,t7605, 4.4 ,, 2.39 
period1,sc01,t7606, 3.71 ,, 2.95 
period1,sc01,t7607, 2.98 ,, 2.81 
period1,sc01,t7608, 4.64 ,, 2.57 
period1,sc01,t7609, 4.81 ,, 2.17 
period1,sc01,t7610, 2.98 ,, 2.18 
period1,sc01,t7611, 4.16 ,, 2.58 
period1,sc01,t7612, 3.39 ,, 2.18 
period1,sc01,t7613, 2.99 ,, 2.29 
period1,sc01,t7614, 3.11 ,, 2.09 
period1,sc01,t7615, 4.21 ,, 2.41 
period1,sc01,t7616, 3.29 ,, 1.93 
period1,sc01,t7617, 3.47 ,, 1.49 
period1,sc01,t7618, 5.95 ,, 1.99 
period1,sc01,t7619, 4.52 ,, 2.75 
period1,sc01,t7620, 4.32 ,, 2.42 
period1,sc01,t7621, 4.36 ,, 2.4 
period1,sc01,t7622, 4.48 ,, 1.92 
period1,sc01,t7623, 4.38 ,, 2.18 
period1,sc01,t7624, 4.23 ,, 1.82 
period1,sc01,t7625, 2.94 ,, 1.82 
period1,sc01,t7626, 6.57 ,, 2.08 
period1,sc01,t7627, 5.51 ,, 1.99 
period1,sc01,t7628, 5.89 ,, 1.73 
period1,sc01,t7629, 3.86 ,, 1.36 
period1,sc01,t7630, 3.57 ,, 1.67 
period1,sc01,t7631, 2.92 ,, 1.3 
period1,sc01,t7632, 4.03 ,, 1.44 
period1,sc01,t7633, 3.09 ,, 1.72 
period1,sc01,t7634, 3.01 ,, 1.68 
period1,sc01,t7635, 4.51 ,, 1.44 
period1,sc01,t7636, 4.41 ,, 1.56 
period1,sc01,t7637, 5.36 ,, 1.98 
period1,sc01,t7638, 3.17 ,, 1.67 
period1,sc01,t7639, 4.62 ,, 2.53 
period1,sc01,t7640, 3.09 ,, 1.68 
period1,sc01,t7641, 3.27 ,, 2.16 
period1,sc01,t7642, 4.18 ,, 1.6 
period1,sc01,t7643, 4.91 ,, 1.42 
period1,sc01,t7644, 4.41 ,, 1.44 
period1,sc01,t7645, 3.11 ,, 1.51 
period1,sc01,t7646, 3.92 ,, 1.27 
period1,sc01,t7647, 6.89 ,, 1.26 
period1,sc01,t7648, 5.43 ,, 1.48 
period1,sc01,t7649, 6.43 ,, 1.4 
period1,sc01,t7650, 5.68 ,, 1.37 
period1,sc01,t7651, 6.18 ,, 1.72 
period1,sc01,t7652, 5.29 ,, 1.48 
period1,sc01,t7653, 5.31 ,, 1.81 
period1,sc01,t7654, 2.57 ,, 1.49 
period1,sc01,t7655, 2.48 ,, 1.56 
period1,sc01,t7656, 2.82 ,, 1.81 
period1,sc01,t7657, 0 ,, 1.54 
period1,sc01,t7658, 0 ,, 1.86 
period1,sc01,t7659, 0 ,, 1.66 
period1,sc01,t7660, 0 ,, 1.68 
period1,sc01,t7661, 0 ,, 2.01 
period1,sc01,t7662, 0 ,, 1.75 
period1,sc01,t7663, 0 ,, 2.38 
period1,sc01,t7664, 0 ,, 1.72 
period1,sc01,t7665, 0 ,, 2.13 
period1,sc01,t7666, 0 ,, 1.8 
period1,sc01,t7667, 0 ,, 1.81 
period1,sc01,t7668, 0 ,, 2.11 
period1,sc01,t7669, 0 ,, 1.9 
period1,sc01,t7670, 0 ,, 1.85 
period1,sc01,t7671, 0 ,, 2.21 
period1,sc01,t7672, 0 ,, 1.69 
period1,sc01,t7673, 0 ,, 1.99 
period1,sc01,t7674, 0 ,, 1.88 
period1,sc01,t7675, 0 ,, 1.67 
period1,sc01,t7676, 0 ,, 2.36 
period1,sc01,t7677, 0 ,, 2.5 
period1,sc01,t7678, 0 ,, 1.74 
period1,sc01,t7679, 0 ,, 1.84 
period1,sc01,t7680, 0 ,, 1.93 
period1,sc01,t7681, 3.63 ,, 1.68 
period1,sc01,t7682, 3.21 ,, 2.01 
period1,sc01,t7683, 5.65 ,, 1.6 
period1,sc01,t7684, 4.05 ,, 1.73 
period1,sc01,t7685, 4.41 ,, 2.14 
period1,sc01,t7686, 5.53 ,, 1.75 
period1,sc01,t7687, 9.01 ,, 2.82 
period1,sc01,t7688, 7.12 ,, 1.91 
period1,sc01,t7689, 4.36 ,, 1.52 
period1,sc01,t7690, 3.33 ,, 1.65 
period1,sc01,t7691, 1.57 ,, 1.8 
period1,sc01,t7692, 1.67 ,, 1.51 
period1,sc01,t7693, 2.82 ,, 1.58 
period1,sc01,t7694, 2.6 ,, 1.68 
period1,sc01,t7695, 2.53 ,, 1.5 
period1,sc01,t7696, 3.05 ,, 1.52 
period1,sc01,t7697, 2.89 ,, 1.7 
period1,sc01,t7698, 6.25 ,, 2.03 
period1,sc01,t7699, 3.53 ,, 1.93 
period1,sc01,t7700, 3.04 ,, 2.04 
period1,sc01,t7701, 3.14 ,, 1.85 
period1,sc01,t7702, 2.67 ,, 1.79 
period1,sc01,t7703, 2.73 ,, 1.39 
period1,sc01,t7704, 2.7 ,, 1.59 
period1,sc01,t7705, 2.61 ,, 1.34 
period1,sc01,t7706, 2.58 ,, 1.44 
period1,sc01,t7707, 5.42 ,, 1.72 
period1,sc01,t7708, 5.81 ,, 1.36 
period1,sc01,t7709, 3.01 ,, 1.44 
period1,sc01,t7710, 2.85 ,, 2.08 
period1,sc01,t7711, 3.24 ,, 2.06 
period1,sc01,t7712, 2.9 ,, 2.66 
period1,sc01,t7713, 3.09 ,, 2.32 
period1,sc01,t7714, 3.08 ,, 1.7 
period1,sc01,t7715, 3.57 ,, 1.73 
period1,sc01,t7716, 3.57 ,, 1.97 
period1,sc01,t7717, 4.21 ,, 1.78 
period1,sc01,t7718, 2.9 ,, 1.74 
period1,sc01,t7719, 4.92 ,, 1.78 
period1,sc01,t7720, 3.15 ,, 1.88 
period1,sc01,t7721, 4.25 ,, 1.96 
period1,sc01,t7722, 3.57 ,, 1.98 
period1,sc01,t7723, 3.82 ,, 2.52 
period1,sc01,t7724, 3.8 ,, 2 
period1,sc01,t7725, 5.31 ,, 2.31 
period1,sc01,t7726, 4.71 ,, 2.13 
period1,sc01,t7727, 4.43 ,, 1.89 
period1,sc01,t7728, 2.63 ,, 2.43 
period1,sc01,t7729, 4.15 ,, 2.05 
period1,sc01,t7730, 3.38 ,, 2.5 
period1,sc01,t7731, 2.67 ,, 2.17 
period1,sc01,t7732, 2.62 ,, 2.12 
period1,sc01,t7733, 2.57 ,, 2.42 
period1,sc01,t7734, 2.73 ,, 2.28 
period1,sc01,t7735, 3.52 ,, 2.73 
period1,sc01,t7736, 3.92 ,, 2.35 
period1,sc01,t7737, 3.17 ,, 2.54 
period1,sc01,t7738, 2.7 ,, 2.16 
period1,sc01,t7739, 4.32 ,, 2.17 
period1,sc01,t7740, 2.88 ,, 2.17 
period1,sc01,t7741, 2.69 ,, 1.51 
period1,sc01,t7742, 2.62 ,, 1.43 
period1,sc01,t7743, 3.07 ,, 1.68 
period1,sc01,t7744, 2.81 ,, 1.6 
period1,sc01,t7745, 2.77 ,, 2.04 
period1,sc01,t7746, 3.29 ,, 1.85 
period1,sc01,t7747, 3.26 ,, 2.04 
period1,sc01,t7748, 3.47 ,, 2.25 
period1,sc01,t7749, 6.44 ,, 2.55 
period1,sc01,t7750, 4 ,, 1.98 
period1,sc01,t7751, 2.83 ,, 2.22 
period1,sc01,t7752, 2.95 ,, 2.33 
period1,sc01,t7753, 2.79 ,, 2.09 
period1,sc01,t7754, 2.61 ,, 2.35 
period1,sc01,t7755, 2.77 ,, 2.09 
period1,sc01,t7756, 3 ,, 2.06 
period1,sc01,t7757, 2.72 ,, 2.18 
period1,sc01,t7758, 2.64 ,, 2.14 
period1,sc01,t7759, 4.22 ,, 2.35 
period1,sc01,t7760, 3.48 ,, 2.51 
period1,sc01,t7761, 4.88 ,, 1.75 
period1,sc01,t7762, 11.14 ,, 2.56 
period1,sc01,t7763, 3.99 ,, 2.29 
period1,sc01,t7764, 3.1 ,, 1.98 
period1,sc01,t7765, 3.24 ,, 3.35 
period1,sc01,t7766, 2.95 ,, 1.3 
period1,sc01,t7767, 3.8 ,, 2.38 
period1,sc01,t7768, 4.44 ,, 2.18 
period1,sc01,t7769, 3.75 ,, 2.26 
period1,sc01,t7770, 5.26 ,, 2.75 
period1,sc01,t7771, 3.33 ,, 3.15 
period1,sc01,t7772, 3.34 ,, 2.29 
period1,sc01,t7773, 3.66 ,, 2.25 
period1,sc01,t7774, 3.88 ,, 2.35 
period1,sc01,t7775, 3.57 ,, 1.85 
period1,sc01,t7776, 2.61 ,, 1.8 
period1,sc01,t7777, 2.71 ,, 1.9 
period1,sc01,t7778, 2.73 ,, 1.66 
period1,sc01,t7779, 2.73 ,, 1.41 
period1,sc01,t7780, 5.14 ,, 1.98 
period1,sc01,t7781, 2.95 ,, 1.56 
period1,sc01,t7782, 3.71 ,, 2.08 
period1,sc01,t7783, 2.61 ,, 1.96 
period1,sc01,t7784, 4.46 ,, 2.05 
period1,sc01,t7785, 3.08 ,, 3.15 
period1,sc01,t7786, 3.53 ,, 2.51 
period1,sc01,t7787, 2.95 ,, 1.69 
period1,sc01,t7788, 3.23 ,, 2.05 
period1,sc01,t7789, 2.8 ,, 2.21 
period1,sc01,t7790, 4.28 ,, 2.35 
period1,sc01,t7791, 3.49 ,, 3.61 
period1,sc01,t7792, 4.85 ,, 2.1 
period1,sc01,t7793, 5.1 ,, 2.88 
period1,sc01,t7794, 5.47 ,, 2.42 
period1,sc01,t7795, 6.14 ,, 2.73 
period1,sc01,t7796, 6.33 ,, 2.41 
period1,sc01,t7797, 4.87 ,, 2.87 
period1,sc01,t7798, 3.38 ,, 1.96 
period1,sc01,t7799, 3.1 ,, 2.11 
period1,sc01,t7800, 2.42 ,, 2.15 
period1,sc01,t7801, 4.39 ,, 1.97 
period1,sc01,t7802, 2.25 ,, 1.8 
period1,sc01,t7803, 2.24 ,, 2.07 
period1,sc01,t7804, 2.29 ,, 1.79 
period1,sc01,t7805, 2.64 ,, 1.78 
period1,sc01,t7806, 2.25 ,, 1.81 
period1,sc01,t7807, 2.23 ,, 2.72 
period1,sc01,t7808, 3.13 ,, 1.63 
period1,sc01,t7809, 2.86 ,, 1.65 
period1,sc01,t7810, 3.07 ,, 1.65 
period1,sc01,t7811, 2.61 ,, 1.65 
period1,sc01,t7812, 3.89 ,, 1.51 
period1,sc01,t7813, 3.11 ,, 2.01 
period1,sc01,t7814, 2.6 ,, 1.45 
period1,sc01,t7815, 3.38 ,, 1.42 
period1,sc01,t7816, 4.34 ,, 1.53 
period1,sc01,t7817, 3.93 ,, 1.71 
period1,sc01,t7818, 3.69 ,, 2.08 
period1,sc01,t7819, 3.04 ,, 1.71 
period1,sc01,t7820, 3.2 ,, 2.35 
period1,sc01,t7821, 2.81 ,, 2.35 
period1,sc01,t7822, 4.44 ,, 4.48 
period1,sc01,t7823, 2.01 ,, 2.08 
period1,sc01,t7824, 1.86 ,, 1.54 
period1,sc01,t7825, 1.84 ,, 1.7 
period1,sc01,t7826, 2.19 ,, 1.95 
period1,sc01,t7827, 1.86 ,, 1.66 
period1,sc01,t7828, 1.79 ,, 1.7 
period1,sc01,t7829, 1.99 ,, 2.03 
period1,sc01,t7830, 1.97 ,, 1.52 
period1,sc01,t7831, 2.65 ,, 2.57 
period1,sc01,t7832, 7.57 ,, 1.59 
period1,sc01,t7833, 4.03 ,, 1.95 
period1,sc01,t7834, 3.48 ,, 1.72 
period1,sc01,t7835, 1.83 ,, 1.65 
period1,sc01,t7836, 1.48 ,, 1.78 
period1,sc01,t7837, 2.08 ,, 1.67 
period1,sc01,t7838, 2.11 ,, 1.67 
period1,sc01,t7839, 2.11 ,, 1.37 
period1,sc01,t7840, 2.68 ,, 1.86 
period1,sc01,t7841, 2.58 ,, 1.58 
period1,sc01,t7842, 2.52 ,, 2.15 
period1,sc01,t7843, 2.54 ,, 2.11 
period1,sc01,t7844, 5.23 ,, 1.94 
period1,sc01,t7845, 4.24 ,, 2.44 
period1,sc01,t7846, 5.57 ,, 1.65 
period1,sc01,t7847, 4.23 ,, 1.49 
period1,sc01,t7848, 3.59 ,, 1.97 
period1,sc01,t7849, 3.76 ,, 1.6 
period1,sc01,t7850, 4.03 ,, 1.88 
period1,sc01,t7851, 3.84 ,, 1.65 
period1,sc01,t7852, 3.9 ,, 1.52 
period1,sc01,t7853, 3.88 ,, 2.13 
period1,sc01,t7854, 5.6 ,, 1.92 
period1,sc01,t7855, 4.85 ,, 3.09 
period1,sc01,t7856, 2.62 ,, 2.06 
period1,sc01,t7857, 2.37 ,, 1.92 
period1,sc01,t7858, 2.4 ,, 2.05 
period1,sc01,t7859, 2.27 ,, 1.76 
period1,sc01,t7860, 2.42 ,, 1.82 
period1,sc01,t7861, 2.05 ,, 1.73 
period1,sc01,t7862, 2.23 ,, 2.16 
period1,sc01,t7863, 2.49 ,, 1.76 
period1,sc01,t7864, 2.23 ,, 1.79 
period1,sc01,t7865, 2.29 ,, 2.06 
period1,sc01,t7866, 5.26 ,, 1.87 
period1,sc01,t7867, 3.35 ,, 2.19 
period1,sc01,t7868, 2.97 ,, 3.06 
period1,sc01,t7869, 3.2 ,, 4.44 
period1,sc01,t7870, 4.7 ,, 4.67 
period1,sc01,t7871, 3.05 ,, 2.07 
period1,sc01,t7872, 2.29 ,, 1.84 
period1,sc01,t7873, 2.46 ,, 2.39 
period1,sc01,t7874, 2.62 ,, 1.96 
period1,sc01,t7875, 2.38 ,, 2.03 
period1,sc01,t7876, 4.22 ,, 2.25 
period1,sc01,t7877, 4.4 ,, 1.95 
period1,sc01,t7878, 2.52 ,, 2.25 
period1,sc01,t7879, 3.68 ,, 2.72 
period1,sc01,t7880, 3.6 ,, 2.14 
period1,sc01,t7881, 4.76 ,, 2.33 
period1,sc01,t7882, 7.24 ,, 1.92 
period1,sc01,t7883, 6.24 ,, 2.02 
period1,sc01,t7884, 5.89 ,, 2.36 
period1,sc01,t7885, 4.36 ,, 1.86 
period1,sc01,t7886, 2.54 ,, 1.92 
period1,sc01,t7887, 5.7 ,, 2.31 
period1,sc01,t7888, 5.55 ,, 1.98 
period1,sc01,t7889, 5.04 ,, 2.24 
period1,sc01,t7890, 4.2 ,, 2.47 
period1,sc01,t7891, 5.95 ,, 2.07 
period1,sc01,t7892, 4.05 ,, 2.51 
period1,sc01,t7893, 4.04 ,, 2.19 
period1,sc01,t7894, 4.46 ,, 2.48 
period1,sc01,t7895, 4.1 ,, 1.97 
period1,sc01,t7896, 3.68 ,, 2.28 
period1,sc01,t7897, 3.03 ,, 1.78 
period1,sc01,t7898, 5.04 ,, 2.1 
period1,sc01,t7899, 3.99 ,, 2.23 
period1,sc01,t7900, 3.48 ,, 1.88 
period1,sc01,t7901, 3.38 ,, 1.99 
period1,sc01,t7902, 3.36 ,, 2.18 
period1,sc01,t7903, 3.61 ,, 2.03 
period1,sc01,t7904, 5.35 ,, 4.31 
period1,sc01,t7905, 4.35 ,, 4.68 
period1,sc01,t7906, 4.8 ,, 2.29 
period1,sc01,t7907, 4.46 ,, 1.76 
period1,sc01,t7908, 3.63 ,, 1.63 
period1,sc01,t7909, 2.69 ,, 2.04 
period1,sc01,t7910, 2.43 ,, 1.55 
period1,sc01,t7911, 2.88 ,, 1.62 
period1,sc01,t7912, 2.64 ,, 2.01 
period1,sc01,t7913, 2.58 ,, 1.56 
period1,sc01,t7914, 2.55 ,, 1.91 
period1,sc01,t7915, 3.08 ,, 2.07 
period1,sc01,t7916, 4.25 ,, 1.95 
period1,sc01,t7917, 4.72 ,, 2.24 
period1,sc01,t7918, 3.89 ,, 1.77 
period1,sc01,t7919, 5.21 ,, 2.23 
period1,sc01,t7920, 2.72 ,, 1.98 
period1,sc01,t7921, 2.59 ,, 1.86 
period1,sc01,t7922, 2.37 ,, 2.08 
period1,sc01,t7923, 2.05 ,, 1.97 
period1,sc01,t7924, 2.43 ,, 2.14 
period1,sc01,t7925, 2.42 ,, 2.05 
period1,sc01,t7926, 2.87 ,, 2.07 
period1,sc01,t7927, 3.98 ,, 2.23 
period1,sc01,t7928, 3.04 ,, 1.83 
period1,sc01,t7929, 2.26 ,, 2.14 
period1,sc01,t7930, 2.37 ,, 2.17 
period1,sc01,t7931, 4.03 ,, 2.37 
period1,sc01,t7932, 2.29 ,, 2.32 
period1,sc01,t7933, 2.67 ,, 1.87 
period1,sc01,t7934, 2.37 ,, 2.25 
period1,sc01,t7935, 2.36 ,, 1.96 
period1,sc01,t7936, 2.92 ,, 1.91 
period1,sc01,t7937, 3.1 ,, 3.33 
period1,sc01,t7938, 3.82 ,, 3.27 
period1,sc01,t7939, 4.31 ,, 3.43 
period1,sc01,t7940, 3.57 ,, 2.38 
period1,sc01,t7941, 5.77 ,, 2.22 
period1,sc01,t7942, 10.74 ,, 2.01 
period1,sc01,t7943, 9.5 ,, 1.95 
period1,sc01,t7944, 4.42 ,, 2.3 
period1,sc01,t7945, 2.01 ,, 1.94 
period1,sc01,t7946, 2.89 ,, 2.23 
period1,sc01,t7947, 3.18 ,, 1.94 
period1,sc01,t7948, 3.54 ,, 2.23 
